,분류,키워드
86438,0,ᄂᄋ ᄒᄉ ᄉᄏᄌ ᄋᄇ
86439,0,ᄀᄀ ᄎᄌᄀ ᄑᄐ ᄀᄒ ᄉᄀ
86440,0,ᄋᄇᄌ ᄐᄋᄋ ᄌᄉ ᄋᄉ ᄏᄉᄐ ᄋᄌ ᄎᄀᄒᄀ
86441,0,ᄂᄂ ᄉᄌ ᄂᄊ
86442,0,ᄆ ᄋ ᄀᄃᄋ ᄋ ᄇ ᄀᄀᄋᄅ ᄍᄀ
86445,0,ᄋᄇᄃ ᄀᄀᄀᄌ ᄇᄂ ᄂ
86446,0,ᄂᄋ ᄑᄉᄇ ᄀᄂ ᄉᄀ
86447,0,ᄒᄋ ᄀᄅ ᄀᄀᄀᄉ
86448,0,ᄉᄇᄀ ᄎᄌ ᄋᄌ ᄀᄅᄒᄂᄌ
86449,0,ᄇᄅᄃ ᄇᄋ ᄋ ᄁᄌᄋᄋᄆ ᄁᄀ
86450,0,ᄏᄑᄐᄒᄂᄌ
86451,0,ᄉ ᄑᄌ ᄌ ᄌᄇᄅᄂ ᄃᄋ ᄃ ᄆᄋ
86452,0,ᄃᄋᄌ ᄑᄀ ᄀᄋ
86453,0,ᄆᄌᄆᄁᄌ ᄎᄉ ᄃᄒᄀ
86454,0,ᄂᄋ ᄌᄂ ᄋᄉ ᄋᄂᄌ
86455,0,ᄃᄋᄌ ᄆᄋᄋ ᄅᄃᄋᄃ ᄀᄀ ᄋᄌ ᄎᄀᄒᄀ
86456,0,ᄉᄋᄇ ᄆᄋ ᄌᄉ ᄒᄀ
86457,0,ᄌᄀ ᄉᄃ 
86458,0,ᄀᄎᄂ ᄇᄉᄑ ᄈᄅ ᄋᄆᄒᄀ
86460,0,ᄉᄋ ᄌ ᄋ ᄆᄋ ᄀᄉᄒᄀ
86461,0,ᄌᄂ ᄌ ᄇᄃ ᄋᄑᄅᄏ ᄐᄇ ᄆᄅ ᄆᄃ ᄌᄋᄀ
86462,0,ᄅᄇᄎᄉᄀ ᄀᄉᄎᄉ ᄒ ᄉᄀ
86463,0,ᄉᄀᄀ
86464,0,ᄀᄉᄂᄀ ᄉᄉ ᄉᄀ ᄀᄎᄋᄌ
86465,0,ᄐᄉ ᄇᄊᄌ
86467,0,ᄋᄇ ᄋᄋ ᄋᄇ
86468,0,ᄀᄉ ᄇ ᄏᄌᄂᄌ
86469,0,ᄃᄋᄃ ᄋᄒ ᄋᄌ
86470,0,ᄇᄃᄋ ᄇᄂᄒᄀ
86472,0,ᄂᄋ ᄋᄌ ᄆᄐ ᄎᄉᄒᄀ
86473,0,ᄋᄂ ᄋ ᄆᄋ ᄎᄀ ᄀᄇᄐ ᄋᄀ
86474,0,ᄀ ᄆᄀ
86475,0,ᄋᄉᄉᄀ ᄋᄒ ᄌᄀᄅ ᄆᄋ ᄋᄂ ᄌᄉᄌ ᄉᄑᄎᄅᄒᄀ
86478,0,ᄌᄀ ᄇ ᄀᄌ ᄆᄋ ᄋᄂ ᄌᄋ
86479,0,ᄃᄒᄋᄅᄌ ᄉᄀ
86480,0,ᄇᄀ ᄆᄋ ᄇᄂ ᄉᄅ ᄎᄃᄒᄀ
86481,0,ᄎᄇᄑᄋ ᄃᄋᄅᄃᄒᄀ
86482,0,ᄌᄉᄆ ᄍᄀ
86483,0,ᄂᄋ ᄋᄃᄉᄉᄉᄇ ᄇᄆᄋᄋᄌ ᄎᄀᄒᄀ
86484,0,ᄋ ᄋᄋ ᄆᄋᄋ ᄋᄀᄅ ᄋᄋ ᄑᄉᄒᄀ
86486,0,ᄒᄌᄉ ᄌᄆ ᄁᄌᄂᄌ
86487,0,ᄆᄋᄒ ᄆᄋ ᄀᄉ
86488,0,ᄋᄉᄋᄋᄉ ᄋᄅᄒ ᄆᄋ ᄉ
86489,0,ᄀᄉᄋᄅᄋ ᄀᄎ ᄑᄋᄌ
86490,0,ᄋᄒ ᄎ ᄑᄋᄌᄋᄇ
86491,0,ᄃᄋ ᄉᄐᄃ ᄂᄍ
86492,0,ᄀᄆᄐᄋᄉ ᄋ ᄆᄋ ᄒᄋᄒᄀ
86493,0,ᄇᄏᄉᄅᄉ ᄋᄆ
86494,0,ᄋᄂ ᄋ ᄆᄋᄌ ᄀᄀᄆᄋ ᄉ
86495,0,ᄒᄉ ᄁᄌᄒ ᄒᄀ ᄀᄋ ᄏᄋᄀ
86496,0,ᄂᄋ ᄀᄒᄉ ᄋᄌ
86497,0,ᄂᄋ ᄇᄋᄋᄂ ᄉᄀ
86499,0,ᄂᄋ ᄋᄌ ᄎᄀ ᄆᄆ ᄋᄇ
86500,0,ᄋᄇ ᄇᄋᄅ ᄐᄀ
86501,0,ᄋ ᄋᄋ ᄆᄋ ᄇᄋᄀ
86502,0,ᄇᄋᄆᄋᄒ ᄉᄌᄒᄀ
86503,0,ᄂᄂ ᄋᄋ ᄉᄋᄋ ᄆᄂ ᄎᄃᄒᄀ ᄌᄋᄉ ᄋᄅᄒᄀ
86504,0,ᄋᄂ ᄋᄌ ᄉᄋ ᄋᄇ ᄂᄅᄌ
86505,0,ᄃᄌᄋᄉ ᄉᄋᄀᄂ ᄀᄃ ᄆᄒᄂ ᄀ
86506,0,ᄋᄌ ᄋ ᄆᄋ ᄒᄀᄅ ᄌᄃᄒᄀ
86507,0,ᄏᄑ ᄆᄋ ᄎᄃ ᄋᄇ
86508,0,ᄎᄇᄑᄋ ᄆᄋ ᄋᄇ
86509,0,ᄇᄂ ᄆᄋᄒᄋ ᄋᄂ ᄇᄂ ᄆᄋ ᄒᄋᄒᄀ
86510,0,ᄂᄋ ᄉᄇ ᄆᄀ ᄂᄊ
86511,0,ᄇᄅᄃ ᄏᄌ ᄌᄆ ᄁᄀ
86512,0,ᄋᄀ ᄋᄌᄁᄌ ᄁᄂᄌ
86513,0,ᄀᄉᄂᄃ ᄑᄀ ᄀᄋ
86514,0,ᄇᄋᄉᄋ ᄀᄌᄒᄀ
86515,0,ᄒᄌ ᄂᄉᄐᄂ ᄌᄂᄂᄃ ᄀᄅᄂ ᄉᄀ
86516,0,ᄑᄅᄌᄋᄇ ᄇᄅ ᄌᄉ
86517,0,ᄋᄇᄌ ᄌᄆ ᄇᄉ ᄂᄊ
86518,0,ᄃᄋᄌ ᄐᄋᄋ ᄉᄏᄌ ᄋᄇ
86519,0,ᄂᄋ ᄌᄉ ᄋᄌ ᄋᄇ
86520,0,ᄀᄀᄎᄌᄀ ᄏᄌᄂᄌ
86521,0,ᄂᄌᄉ ᄋᄃ ᄋᄃ ᄂᄎᄂᄌ
86522,0,ᄐᄇᄋ ᄎᄂ ᄉᄋᄇᄋᄅ ᄇᄁᄀ
86523,0,ᄇᄀ ᄉᄑᄅᄀ ᄉᄉ
86524,0,ᄃᄌ ᄎᄀᄋᄀ
86525,0,ᄉᄋ ᄋᄋᄐ ᄑᄀᄒᄌ ᄋᄀ
86526,0,ᄋᄇᄌ ᄀᄋᄋ ᄋᄒ ᄂᄊ
86528,0,ᄑᄋᄅᄋᄌ ᄂᄅ ᄐᄀ
86530,0,ᄋᄇᄃ ᄌᄆ ᄁᄂᄂ ᄉᄀ
86531,0,ᄃᄉᄀ ᄀᄌ ᄋᄀ
86532,0,ᄂᄋ ᄎᄀᄃ ᄆᄂᄂ ᄉᄀ
86533,0,ᄃᄉᄃ ᄀᄎ ᄂᄀ ᄀᄂ ᄇᄇ
86534,0,ᄃᄋᄃ ᄃᄇᄍᄌ ᄐᄋᄋ ᄃᄎ ᄀᄒᄉ ᄋᄌ ᄎᄀᄒᄀ
86535,0,ᄃᄋ ᄃ ᄃᄎ ᄆᄋ ᄂᄍ
86536,0,ᄋᄌᄋᄃ ᄋᄆᄋ ᄋᄉ ᄋᄇ
86537,0,ᄀᄒ ᄆᄒᄀ
86538,0,ᄌᄋᄌᄉᄒ ᄂᄅᄋᄀ
86540,0,ᄑᄋ ᄎᄋ ᄋᄆᄉᄀ
86541,0,ᄋᄂ ᄂᄊ ᄌᄋᄌ
86542,0,ᄑᄋᄒ ᄀ ᄇᄂᄀ
86543,0,ᄃᄋᄌ ᄆᄋᄋ ᄋᄉ ᄀᄋ
86544,0,ᄌᄉ ᄆᄋ ᄀ
86545,0,ᄆᄋᄋᄎᄋᄉ ᄒᄋᄋᄋᄉ ᄎᄆᄂ ᄋᄌ ᄎᄀᄒᄀ
86546,0,ᄌᄇ ᄌ ᄆᄀ ᄋᄋᄒᄇᄋᄉ ᄐᄇ ᄋ ᄂᄍ
86547,0,ᄌᄒᄋ ᄇ ᄁᄌᄂᄌ
86548,0,ᄋᄂ ᄀᄋ ᄀᄌ ᄂᄋ ᄌᄋ
86549,0,ᄉᄑᄀ ᄒᄌᄋᄅ ᄒᄀ
86551,0,ᄋᄇ ᄀᄀᄀᄌ ᄂᄍ
86552,0,ᄉᄋᄀᄒᄉ ᄇᄋᄀ
86553,0,ᄉᄑᄆᄋᄒ ᄆᄋ ᄉ
86554,0,ᄂᄋ ᄃᄌ ᄂᄊ
86555,0,ᄆᄌ ᄆᄋᄋ ᄒᄂ ᄋᄉ
86556,0,ᄋᄂ ᄋᄌ ᄎᄉᄒᄀ
86557,0,ᄇᄉᄋ ᄒᄋ ᄌᄉ ᄂᄋᄋᄀ
86558,0,ᄎᄀᄒᄐ ᄎᄒ ᄆᄋ ᄇᄂᄀ
86559,0,ᄑᄅᄌᄐ ᄀᄅ ᄆᄋᄂ ᄉᄆᄉᄅ ᄌᄌ ᄌᄒᄌᄀ
86560,0,ᄃᄎᄒ ᄀᄅ ᄆᄋ ᄋᄂᄌ
86561,0,ᄒᄉᄋ ᄇᄂ ᄆᄋ ᄃᄇ ᄋᄂᄌ
86563,0,ᄂᄌᄎᄀ ᄇᄂᄌ ᄉᄂᄅ
86564,0,ᄋᄇ ᄌ ᄋᄉ ᄉ ᄋᄉ ᄋᄂ ᄂ
86565,0,ᄃᄋᄌ ᄀᄋᄋᄋ ᄏᄋᄏ ᄋᄋᄒᄅᄀ ᄋᄅᄒᄀ
86566,0,ᄉᄉᄌᄀ ᄋᄅᄆᄋ ᄆᄋ ᄌᄋᄀ
86567,0,ᄒᄀᄋᄉ ᄋ ᄆᄋᄆ ᄀᄉᄒᄀ
86568,0,ᄅ ᄉᄇᄉ ᄋᄎ ᄉᄉ ᄀᄂ ᄋᄇ
86569,0,ᄌᄉ ᄆᄌ ᄆᄀ
86570,0,ᄋᄇ ᄌᄁᄌ ᄋᄀᄒᄀ
86571,0,ᄋᄉᄆ ᄉᄎᄒᄌ ᄋᄀ
86572,0,ᄋᄃᄒ ᄉᄋᄀᄃ ᄇᄋᄀ
86573,0,ᄋᄂᄋ ᄌᄀ
86574,0,ᄌᄀ ᄉᄂᄋᄃ ᄌᄌᄋᄃᄋᄌ
86575,0,ᄇᄋᄅ ᄋᄎ ᄆᄃ ᄉᄌᄒᄀ
86576,0,ᄋᄇᄌ ᄌᄆ ᄉᄌᄋ
86577,0,ᄇᄅ ᄌᄌ ᄌᄋ ᄒᄆᄅᄌ ᄋᄃᄅ ᄀᄒ ᄉᄋᄀ
86578,0,ᄆᄋ ᄐᄌ ᄒᄇ ᄒᄇᄀ
86579,0,ᄋᄋᄏ ᄏᄌᄂᄌ
86580,0,ᄀᄀ ᄆᄋ ᄋᄌ ᄉᄌᄒᄀ
86581,0,ᄋᄂ ᄉᄉᄃ ᄂᄋᄌ
86582,0,ᄐᄀᄅᄂ ᄃᄋ ᄑᄒᄒ ᄆᄋ ᄆᄃ ᄉᄌᄒᄀ
86583,0,ᄇᄋᄂᄂᄋ ᄎᄀᄒᄀ ᄌᄋ ᄇ ᄋᄃᄀ ᄋᄅᄀ
86584,0,ᄋ ᄃᄁᄀ ᄋᄀ ᄋᄎᄒᄀ
86585,0,ᄒᄀᄀᄅ ᄀᄀ ᄐᄒ ᄉᄋ ᄉᄀ
86586,0,ᄂᄋ ᄑᄉ
86587,0,ᄉᄑ ᄌᄌ ᄆᄋ ᄌᄉ
86589,0,ᄌᄂ ᄌᄆ ᄁᄂ ᄄ
86590,0,ᄎᄇ ᄂᄍ
86591,0,ᄋᄅᄇᄋᄐ ᄐᄀ ᄑᄎ ᄀᄀ
86592,0,ᄋᄂ ᄎᄌ ᄀᄋ ᄉᄀ
86593,0,ᄉᄒᄋᄒ ᄌᄋᄋᄀᄉ ᄋ ᄆᄋ ᄋᄂᄌ
86594,0,ᄆᄅ ᄋᄋ ᄉᄐᄃ ᄆᄋᄋᄌ ᄉᄌᄒᄀ
86595,0,ᄉᄐᄃᄅᄆ ᄌᄀᄋᄅ ᄏᄀ
86596,0,ᄋᄒ ᄉᄒᄋᄌ
86597,0,ᄇᄅᄃ ᄇ ᄁᄌᄋᄂᄌ
86598,0,ᄎᄀ ᄎᄃᄃ ᄋᄌ ᄂᄀᄐ ᄀᄅ ᄉᄉ
86599,0,ᄋᄆᄋ ᄉᄒᄒᄐ ᄇᄂᄀ
86601,0,ᄃᄉᄌᄋᄇ ᄂᄅᄌ ᄌᄋ
86602,0,ᄐᄀᄉᄀ ᄉᄉᄇ ᄌ ᄋᄅᄌᄀ
86603,0,ᄌᄇᄌᄋ ᄋ ᄆᄋ ᄆᄃ ᄌᄋᄀ
86604,0,ᄀᄅᄋᄋ ᄒᄋ ᄉᄅᄋᄋ ᄄ ᄀᄅᄋᄋ ᄃᄉ
86605,0,ᄇᄃᄋ ᄉᄏ ᄌ ᄃ ᄈᄅ ᄇᄋ ᄉ ᄋᄂ ᄀ
86606,0,ᄃᄒᄒᄀᄋᄉ ᄇᄒᄀᄑ ᄉᄀ ᄋᄌᄋᄅ ᄃᄀᄒᄒᄀ
86607,0,ᄋᄂ ᄇ ᄎᄋᄌ
86609,0,ᄎᄌᄋ ᄋᄌᄎᄀ ᄋᄈᄌ
86610,0,ᄌᄋ ᄒᄀ ᄃᄀ ᄋᄂᄌ
86611,0,ᄋᄇ ᄐᄇ ᄁᄀ
86612,0,ᄀᄉᄃᄅ ᄀᄃ ᄌ ᄂᄋ ᄀ
86613,0,ᄌᄂ ᄉᄋ ᄆᄉᄆᄌ ᄂᄈ ᄒᄉ
86614,0,ᄋᄒ ᄇᄆᄒᄀ ᄋᄂᄌ
86615,0,ᄂᄋ ᄒᄌᄋ ᄆᄂᄂ ᄉᄀ
86616,0,ᄉᄋᄃ ᄌ ᄀᄋ ᄉᄃ ᄋᄉᄋ ᄂ
86617,0,ᄃᄋ ᄌ ᄀᄌ ᄉᄋᄒ ᄂ
86618,0,ᄉᄋ ᄋᄎ
86619,0,ᄇᄒᄉᄋ ᄋᄅᄒᄋᄂᄌ
86620,0,ᄋᄂ ᄌᄎ ᄋᄉ
86621,0,ᄋᄇᄌ ᄐᄋᄋ ᄋᄉ ᄉᄃ
86622,0,ᄋᄀᄂᄋ ᄋᄌᄂᄀ ᄋᄀ ᄋᄋᄂᄌ
86623,0,ᄋᄂ ᄑᄒ ᄇ ᄋᄂ ᄉᄀᄃ
86624,0,ᄋᄒ ᄋᄈ ᄉᄉᄋ ᄋᄋ
86625,0,ᄌᄃᄀᄉᄂ ᄆᄋᄌᄉ
86626,0,ᄇᄋᄅ ᄉᄉᄀ ᄒ ᄁᄀ
86627,0,ᄃᄀ ᄀᄃᄒᄀ ᄋᄋᄉ ᄃ ᄉᄀ ᄃᄋ ᄆᄂᄀ
86628,0,ᄆᄌᄒᄌ ᄋᄀ
86629,0,ᄀᄇᄌᄒᄐ ᄋ ᄆᄋ ᄋᄂᄌ
86630,0,ᄌᄆ ᄂ ᄋᄂᄌ
86631,0,ᄋᄂ ᄋᄌ ᄌ ᄀᄉᄂ ᄆᄂᄂ ᄉᄀ
86632,0,ᄒᄌ ᄋᄎᄀᄒ ᄌᄇ ᄂᄊ
86633,0,ᄌᄋᄑᄌᄒ ᄉᄌᄒᄂᄌ
86634,0,ᄋᄂ ᄋ ᄂᄋᄂ ᄋᄋ
86635,0,ᄌᄋ ᄋᄀ ᄇᄒ
86636,0,ᄋᄇ ᄌᄆ ᄏᄀ
86637,0,ᄋᄇᄃ ᄆᄐᄌᄉ ᄐᄊᄑᄅᄋᄉᄅ ᄎᄀᄒᄀ
86638,0,ᄒᄌ ᄀᄉ ᄐᄇ ᄇᄅ ᄌᄋ
86639,0,ᄋ ᄌᄉᄅ ᄋᄀ
86640,0,ᄒᄀᄂ ᄀᄒᄋ ᄋᄇ
86641,0,ᄉᄋᄃ ᄋ ᄆᄋᄒ ᄃᄋᄀᄀ
86642,0,ᄒᄌᄒᄐ ᄋᄀ
86644,0,ᄋᄌ ᄒᄀ ᄌᄋ ᄋᄃ
86645,0,ᄉᄋ ᄉᄀᄋ ᄉᄅ
86646,0,ᄒᄋ ᄆᄉᄀ ᄋᄎᄃᄌ ᄋᄀ ᄉᄀᄊᄀ
86647,0,ᄒ ᄇᄀ
86649,0,ᄇᄀ ᄋᄌ
86653,0,ᄋᄇᄋᄂ ᄌᄂ ᄌᄂ ᄋᄒᄉ ᄁᄀᄀ ᄀᄀ ᄋᄌ ᄎᄀᄒᄀ
86654,0,ᄂᄌ ᄋᄀ
86655,0,ᄆᄋᄋ ᄆᄌᄆᄋᄅ ᄇᄂ ᄄ
86656,0,ᄉᄑᄆᄉᄌ ᄋᄇᄆᄋᄒᄋᄅ ᄌᄒᄒᄀ
86657,0,ᄎ ᄀᄌᄀ ᄀᄌ ᄇᄉ ᄐᄀ ᄀᄌ
86658,0,ᄌᄂ ᄋᄉᄉᄀ ᄉᄌᄒᄀ
86659,0,ᄒᄉᄋᄉ ᄋ ᄆᄋᄋ ᄌᄒᄇᄒᄇ ᄒᄉ ᄆᄅᄋ ᄉᄅᄃᄋᄀ ᄌᄃᄒᄀ
86660,0,ᄂᄋ ᄋᄌ ᄋᄉ ᄀ ᄌᄉ
86661,0,ᄂᄋ ᄋᄎ ᄉᄀ
86664,0,ᄉᄐᄇᄉ ᄏᄀ
86665,0,ᄌᄆ ᄏᄌ ᄀ ᄋᄂᄌ
86667,0,ᄌᄉ ᄅᄃᄇᄒᄌᄋᄅ ᄌᄌᄒᄀ
86669,0,ᄋᄂ ᄋᄌ ᄇ ᄒᄅ
86670,0,ᄏᄑᄑᄐ ᄌᄋ ᄏᄌᄋᄂᄌ
86671,0,ᄌᄋ ᄆᄋᄒ ᄆᄋ ᄒᄌᄐᄋ ᄂᄋᄂᄌ
86672,0,ᄋᄉᄅ ᄇᄆ ᄋᄉᄒᄀ
86673,0,ᄆᄐᄐ ᄌᄋ ᄁᄀ
86674,0,ᄋᄂ ᄌ ᄀᄌᄀ ᄋᄀ
86675,0,ᄀᄋ ᄀᄀ ᄒᄀ ᄋᄀ
86676,0,ᄌᄉᄒᄌᄋ ᄀᄋ ᄀᄎᄌᄋ ᄒᄅᄋ ᄇᄋᄂ ᄌᄉᄋ ᄐᄌᄒᄀ
86677,0,ᄂᄋ ᄀᄃᄒᄀ ᄃᄎᄆᄋ ᄌᄉ
86678,0,ᄆᄂᄉ ᄀᄋ ᄉᄑᄒᄅ ᄀᄀ
86679,0,ᄋᄒ ᄒᄋᄇᄌ ᄋᄅ ᄌᄉᄂ
86680,0,ᄇᄃ ᄂᄇ ᄏᄀ
86681,0,ᄑᄋᄉᄇ ᄆᄋᄃ ᄌ ᄇᄐ ᄋᄅᄆᄋᄋ ᄉᄑᄋᄅ ᄉᄌᄒᄀ
86682,0,ᄉᄐ ᄋ ᄀᄀ ᄆᄀ
86683,0,ᄋᄋᄏ ᄃᄉᄀ ᄒᄋ ᄁᄌᄀ ᄒᄀ
86685,0,ᄋᄇ ᄃ ᄉ ᄇᄍ ᄐᄋᄋᄋ ᄃᄎᄒ ᄆᄋ ᄎᄀᄒᄀ
86686,0,ᄋᄇᄌ ᄒᄋᄋ ᄃᄋᄅ ᄆᄋ ᄎᄀᄒᄀ
86687,0,ᄈᄅ ᄐᄋᄂᄋᄀ
86688,0,ᄌᄁ ᄇᄀ
86689,0,ᄉᄑᄏᄋᄉ ᄃᄋ ᄋᄋ ᄌᄉᄒᄀ
86691,0,ᄒᄀᄋᄉ ᄒᄋ ᄆᄀ ᄃᄅ ᄌᄋᄉ ᄆᄑᄅ ᄌᄒᄀ ᄉᄎᄒ ᄀᄒ ᄋᄇ
86692,0,ᄏᄑᄆᄋ ᄉ
86693,0,ᄉᄀᄅ ᄇᄀ
86694,0,ᄒᄋᄋᄉ ᄋ ᄆᄋ ᄃᄇ ᄋᄇ
86695,0,ᄐᄇ ᄋᄉᄋ ᄃᄅᄆ ᄋᄋᄒᄀ
86696,0,ᄋᄂ ᄋᄒ ᄎᄀᄇᄀ ᄋᄌ ᄉᄀ
86697,0,ᄋᄇᄌ ᄀᄋᄋ ᄀᄅᄎ ᄇᄆ ᄎᄉᄒᄀ
86698,0,ᄒᄌ ᄋᄆ ᄋᄒ ᄀᄂ ᄋᄇ
86699,0,ᄋᄋᄏ ᄋᄃ ᄋᄉᄃᄅ ᄂᄎᄀ
86700,0,ᄋᄌ ᄎᄀᄀᄋ
86701,0,ᄃᄒ ᄀᄂ ᄋᄌ ᄃᄋᄌ ᄒᄋᄋᄋᄌ ᄉᄋᄋᄋᄌ
86702,0,ᄋᄌ ᄋᄉᄉᄋ ᄋ ᄆᄋ ᄇᄉᄌ
86703,0,ᄋ ᄌᄉ ᄎᄃᄒᄀ
86704,0,ᄌᄀᄋ ᄇᄋᄀ
86705,0,ᄋᄇᄌ ᄋᄌ ᄎᄉᄒᄀ
86706,0,ᄋᄒᄃ ᄎᄌᄀ ᄆᄌ ᄋ ᄀ ᄌᄎ ᄉᄒ
86707,0,ᄀᄌ ᄇᄋᄂᄅ ᄀᄎ ᄆᄇᄌ ᄋᄇ
86708,0,ᄋᄂ ᄌᄂ ᄆᄋᄉ ᄋᄋ ᄉᄀ
86709,0,ᄂᄋ ᄋᄎ ᄒᄋ ᄋᄌ
86710,0,ᄋᄇᄌ ᄆᄋᄋ ᄉᄋ ᄀᄀᄋᄅ ᄇᄀᄒᄀ
86711,0,ᄋᄇᄌ ᄐᄋᄋ ᄋᄌ ᄋᄉ ᄃᄉ ᄋᄌ ᄎᄀᄒᄀ
86712,0,ᄋᄂ ᄋᄌ ᄀᄋᄀ ᄀᄉᄅ
86713,0,ᄋᄇ ᄌ ᄎ ᄂ ᄋᄂᄌ
86714,0,ᄅᄃᄋ ᄉᄅ ᄑᄉᄋᄅ ᄆᄎᄀ
86715,0,ᄋᄂ ᄇᄋ ᄆᄋ ᄀᄉ
86716,0,ᄀᄀ ᄃᄎᄒ ᄂᄍ
86717,0,ᄇᄀ ᄌᄒᄋ ᄌᄒᄇᄒ
86718,0,ᄋᄋ ᄀᄋ ᄌᄉᄋᄌ ᄌᄌᄒᄀ
86719,0,ᄋᄇ ᄌᄌ ᄀᄃ
86720,0,ᄌᄋᄒᄂ ᄒᄀᄋ ᄀᄉ ᄆ ᄋᄋ
86721,0,ᄒᄌ ᄆᄇᄅᄀ ᄉᄋ ᄃᄇᄀ ᄀᄋᄎ
86722,0,ᄀᄃᄀ ᄒᄀᄉᄋᄉ ᄆᄎᄀ
86723,0,ᄀᄑᄀᄒ ᄃᄋᄀᄂ ᄃᄅ ᄉᄒ
86724,0,ᄂᄂ ᄋᄋ ᄋᄋ ᄃᄒ ᄂᄊ
86725,0,ᄃᄋᄃᄉᄋ ᄇ ᄁᄌᄂᄌ
86726,0,ᄌ ᄌᄆ ᄃ ᄁᄌᄂᄌ
86727,0,ᄌᄀᄁᄌ ᄋᄂᄒᄐ ᄇᄂ ᄌᄋ ᄆᄋ ᄉ
86728,0,ᄒᄋᄅᄂ ᄃᄋᄀ ᄃᄋᄀ ᄆᄋᄋ ᄆᄃ ᄌᄋ ᄆᄋᄒᄋᄅ ᄋᄀᄀ
86729,0,ᄃᄉ ᄒᄇ ᄀᄀ ᄌᄌᄒᄀ
86730,0,ᄎᄋ ᄉᄌᄎ ᄂᄊ ᄋᄇ
86731,0,ᄇᄅᄃ ᄎᄆ ᄃᄒᄂᄌ
86732,0,ᄋᄋ ᄆᄋ ᄃ ᄎᄉᄒᄀ
86733,0,ᄃᄅᄀ ᄃ ᄑᄋᄒ ᄀ ᄋᄂᄌ
86735,0,ᄋ ᄆᄋ ᄉᄉ ᄀᄒ ᄋᄇ
86736,0,ᄆᄋ ᄆᄋᄉᄅ ᄌᄋ ᄀ
86737,0,ᄋᄇᄌ ᄆᄋᄋ ᄌᄌᄃ ᄀᄀ ᄋᄌ ᄎᄀᄒᄀ
86739,0,ᄃᄋᄃ ᄉᄋᄋ ᄉᄋᄑᄐ ᄋᄌ ᄎᄀᄒᄀ
86741,0,ᄀᄉ ᄀᄌ ᄌᄀ
86742,0,ᄋᄉᄋᄋᄉ ᄆᄋ ᄇᄀ ᄋᄇ
86743,0,ᄋᄎᄉᄉ ᄋᄂ ᄉᄇᄅ
86747,0,ᄋᄌ ᄋ ᄆᄋ ᄋᄂᄌ
86748,0,ᄂᄋ ᄎᄀᄀᄋ
86749,0,ᄃᄋᄌ ᄒᄉ ᄋᄋ
86750,0,ᄃᄋ ᄋᄌᄁᄌ ᄂᄋ ᄉᄀ
86751,0,ᄉᄋ ᄃᄎ ᄉᄀ
86752,0,ᄂᄃᄉᄋ ᄋᄋ ᄆᄃ ᄋᄋᄂᄌ
86753,0,ᄋᄂ ᄋᄌ ᄑᄀᄀᄋ ᄎᄋ
86754,0,ᄋᄌ ᄑᄋᄌᄋᄇ ᄋᄂᄌ
86755,0,ᄋᄇᄌ ᄀᄉᄅ
86756,0,ᄋᄂ ᄉᄏᄌ ᄃ ᄁᄂᄂᄌ
86757,0,ᄋᄀ ᄌ ᄋᄂᄌ
86758,0,ᄌᄅᄒ ᄑᄃ ᄒᄋᄌᄋᄌ
86759,0,ᄌᄅᄉ ᄋᄂ ᄒᄉ ᄌᄉ ᄉᄌ ᄋᄀ
86760,0,ᄂᄋ ᄋᄒ ᄉᄉ ᄇᄋ ᄋᄌ ᄋᄇ
86761,0,ᄉᄇ ᄒ ᄇᄋᄅ ᄐᄀ
86762,0,ᄋᄇ ᄒ ᄃᄀ ᄆᄃ ᄆᄋ ᄋᄅ ᄁᄀ
86763,0,ᄉᄋ ᄌᄆ ᄁᄂᄂ ᄂᄍ
86764,0,ᄋᄂ ᄋᄒᄋ ᄋ ᄆᄋ ᄇᄋᄀ
86765,0,ᄋᄂ ᄂ ᄋ
86766,0,ᄋᄎᄅ ᄉᄉ ᄒᄅ ᄀᄉ
86767,0,ᄇᄐᄌ ᄋᄉᄌ ᄎᄋᄌ
86769,0,ᄒᄌᄐᄋ ᄇᄂ ᄆᄋ ᄃᄉ ᄇᄋ ᄑᄌᄒᄋᄅ ᄋᄀᄀ
86771,0,ᄋᄋᄆᄋ ᄃ ᄇᄂᄂᄌ
86772,0,ᄋᄇᄌ ᄋᄋᄋ ᄇᄋ ᄒᄅ
86773,0,ᄆᄃᄇ ᄌᄆ ᄏᄀ
86774,0,ᄉᄏ ᄐᄂ ᄇ ᄋᄅᄌᄂᄌ
86775,0,ᄒᄌᄉ ᄉᄃᄁᄌ ᄌᄀᄋᄂᄌ
86776,0,ᄂᄌᄂ ᄎᄋ ᄒᄂ ᄒᄀ
86777,0,ᄒᄀᄆ ᄋᄋ ᄋᄂ ᄉᄅ
86778,0,ᄃᄅ ᄀᄅ ᄋᄀ
86779,0,ᄋᄋ ᄏᄀ
86781,0,ᄋᄋᄏ ᄂᄇ ᄆᄃ ᄇᄁᄀ
86782,0,ᄋᄇᄌ ᄐᄋᄋ ᄋᄂᄋ ᄏᄉᄐ ᄀᄅ ᄋᄌ ᄎᄀᄒᄀ
86785,0,ᄀᄋ ᄋᄋ ᄀᄉᄂᄋᄀ ᄋ ᄋᄆᄋ ᄌᄋᄑᄌᄒᄋ ᄋᄂᄌ
